label;geo_local_area;geom;geo_point_2d
260;Kitsilano;"{""coordinates"": [-123.16357098557471, 49.26688021584472], ""type"": ""Point""}";49.26688021584472, -123.16357098557471
261;Kitsilano;"{""coordinates"": [-123.16134604972979, 49.266858841278356], ""type"": ""Point""}";49.266858841278356, -123.16134604972979
342;Kitsilano;"{""coordinates"": [-123.15908907856429, 49.26328145594856], ""type"": ""Point""}";49.26328145594856, -123.15908907856429
3;Arbutus Ridge;"{""coordinates"": [-123.16113701225706, 49.24067264970677], ""type"": ""Point""}";49.24067264970677, -123.16113701225706
1;Arbutus Ridge;"{""coordinates"": [-123.15853378770352, 49.24158165865377], ""type"": ""Point""}";49.24158165865377, -123.15853378770352
546;Arbutus Ridge;"{""coordinates"": [-123.15697517880457, 49.25296238045204], ""type"": ""Point""}";49.25296238045204, -123.15697517880457
550;Arbutus Ridge;"{""coordinates"": [-123.16311999848116, 49.25069717243239], ""type"": ""Point""}";49.25069717243239, -123.16311999848116
552;Arbutus Ridge;"{""coordinates"": [-123.15852042931098, 49.250606201632976], ""type"": ""Point""}";49.250606201632976, -123.15852042931098
2;Arbutus Ridge;"{""coordinates"": [-123.16593360830078, 49.256894158653736], ""type"": ""Point""}";49.256894158653736, -123.16593360830078
4;Arbutus Ridge;"{""coordinates"": [-123.15866098862541, 49.235417643225404], ""type"": ""Point""}";49.235417643225404, -123.15866098862541
B;Arbutus Ridge;"{""coordinates"": [-123.16190166216877, 49.23672800996829], ""type"": ""Point""}";49.23672800996829, -123.16190166216877
BLK;Arbutus Ridge;"{""coordinates"": [-123.15858106845168, 49.240051934458656], ""type"": ""Point""}";49.240051934458656, -123.15858106845168
97;Arbutus Ridge;"{""coordinates"": [-123.1602072837178, 49.244140745017916], ""type"": ""Point""}";49.244140745017916, -123.1602072837178
761A;Arbutus Ridge;"{""coordinates"": [-123.16456725260183, 49.2446756262982], ""type"": ""Point""}";49.2446756262982, -123.16456725260183
A;Arbutus Ridge;"{""coordinates"": [-123.16320127699917, 49.24316006704731], ""type"": ""Point""}";49.24316006704731, -123.16320127699917
800;Arbutus Ridge;"{""coordinates"": [-123.16516473833713, 49.243189020871895], ""type"": ""Point""}";49.243189020871895, -123.16516473833713
3;Arbutus Ridge;"{""coordinates"": [-123.15646024000142, 49.24058332385779], ""type"": ""Point""}";49.24058332385779, -123.15646024000142
15;Kerrisdale;"{""coordinates"": [-123.16350084094277, 49.22318644958992], ""type"": ""Point""}";49.22318644958992, -123.16350084094277
3;Kerrisdale;"{""coordinates"": [-123.16065702503158, 49.22603837814946], ""type"": ""Point""}";49.22603837814946, -123.16065702503158
6;Kerrisdale;"{""coordinates"": [-123.15699581544351, 49.22614649775756], ""type"": ""Point""}";49.22614649775756, -123.15699581544351
3;Kerrisdale;"{""coordinates"": [-123.16203639338096, 49.231964806689106], ""type"": ""Point""}";49.231964806689106, -123.16203639338096
1;Kerrisdale;"{""coordinates"": [-123.16520461159088, 49.23197016912953], ""type"": ""Point""}";49.23197016912953, -123.16520461159088
6;Kitsilano;"{""coordinates"": [-123.14953943, 49.2729007343952], ""type"": ""Point""}";49.2729007343952, -123.14953943
176;Kitsilano;"{""coordinates"": [-123.14978333287172, 49.27400402969314], ""type"": ""Point""}";49.27400402969314, -123.14978333287172
4;Kerrisdale;"{""coordinates"": [-123.15548828520417, 49.21726749362582], ""type"": ""Point""}";49.21726749362582, -123.15548828520417
2;Kerrisdale;"{""coordinates"": [-123.15534936018274, 49.22064092794106], ""type"": ""Point""}";49.22064092794106, -123.15534936018274
4;Kerrisdale;"{""coordinates"": [-123.16415706212466, 49.226871411534205], ""type"": ""Point""}";49.226871411534205, -123.16415706212466
444;Kitsilano;"{""coordinates"": [-123.15450023232818, 49.258570827599634], ""type"": ""Point""}";49.258570827599634, -123.15450023232818
305;Kitsilano;"{""coordinates"": [-123.15191727617021, 49.26503652938098], ""type"": ""Point""}";49.26503652938098, -123.15191727617021
286;Kitsilano;"{""coordinates"": [-123.14931908571961, 49.26581210075268], ""type"": ""Point""}";49.26581210075268, -123.14931908571961
285;Kitsilano;"{""coordinates"": [-123.15167094006452, 49.26587583582054], ""type"": ""Point""}";49.26587583582054, -123.15167094006452
246;Kitsilano;"{""coordinates"": [-123.14945832077201, 49.26753089510766], ""type"": ""Point""}";49.26753089510766, -123.14945832077201
225;Kitsilano;"{""coordinates"": [-123.15179875198011, 49.269301742566334], ""type"": ""Point""}";49.269301742566334, -123.15179875198011
488;Shaughnessy;"{""coordinates"": [-123.14504788904866, 49.25654037497388], ""type"": ""Point""}";49.25654037497388, -123.14504788904866
27;Shaughnessy;"{""coordinates"": [-123.14822645628895, 49.25020662642648], ""type"": ""Point""}";49.25020662642648, -123.14822645628895
1;Shaughnessy;"{""coordinates"": [-123.15279671295917, 49.240269390927956], ""type"": ""Point""}";49.240269390927956, -123.15279671295917
708;Shaughnessy;"{""coordinates"": [-123.14501893539817, 49.24657710922791], ""type"": ""Point""}";49.24657710922791, -123.14501893539817
11;Kerrisdale;"{""coordinates"": [-123.15159003681337, 49.224984153353034], ""type"": ""Point""}";49.224984153353034, -123.15159003681337
7;Kerrisdale;"{""coordinates"": [-123.15009018371563, 49.22636705632129], ""type"": ""Point""}";49.22636705632129, -123.15009018371563
9;Kerrisdale;"{""coordinates"": [-123.15008657317608, 49.22809519537059], ""type"": ""Point""}";49.22809519537059, -123.15008657317608
8;Shaughnessy;"{""coordinates"": [-123.14592344462952, 49.2349473419844], ""type"": ""Point""}";49.2349473419844, -123.14592344462952
15;Kerrisdale;"{""coordinates"": [-123.15124957113579, 49.2329429962212], ""type"": ""Point""}";49.2329429962212, -123.15124957113579
7;Marpole;"{""coordinates"": [-123.14605009002601, 49.2171491561357], ""type"": ""Point""}";49.2171491561357, -123.14605009002601
8;Kerrisdale;"{""coordinates"": [-123.14968480653022, 49.213563804709324], ""type"": ""Point""}";49.213563804709324, -123.14968480653022
1;Kerrisdale;"{""coordinates"": [-123.15329219029387, 49.22237801906475], ""type"": ""Point""}";49.22237801906475, -123.15329219029387
L;Kerrisdale;"{""coordinates"": [-123.15054494470768, 49.226648924919935], ""type"": ""Point""}";49.226648924919935, -123.15054494470768
1;Kerrisdale;"{""coordinates"": [-123.14839218144309, 49.22260939835733], ""type"": ""Point""}";49.22260939835733, -123.14839218144309
351;Fairview;"{""coordinates"": [-123.13749606819037, 49.26311722117113], ""type"": ""Point""}";49.26311722117113, -123.13749606819037
331;Fairview;"{""coordinates"": [-123.1372688344513, 49.26392134809268], ""type"": ""Point""}";49.26392134809268, -123.1372688344513
312;Fairview;"{""coordinates"": [-123.13494346318953, 49.264748066242504], ""type"": ""Point""}";49.264748066242504, -123.13494346318953
F;Fairview;"{""coordinates"": [-123.13983624948943, 49.271503733633836], ""type"": ""Point""}";49.271503733633836, -123.13983624948943
O   &   R;Kerrisdale;"{""coordinates"": [-123.15242928856304, 49.2108021251513], ""type"": ""Point""}";49.2108021251513, -123.15242928856304
490;Shaughnessy;"{""coordinates"": [-123.14033226835451, 49.256446585827085], ""type"": ""Point""}";49.256446585827085, -123.14033226835451
471;Fairview;"{""coordinates"": [-123.13822973010264, 49.25764335257861], ""type"": ""Point""}";49.25764335257861, -123.13822973010264
370;Fairview;"{""coordinates"": [-123.1400970777, 49.26205484776686], ""type"": ""Point""}";49.26205484776686, -123.1400970777
372;Fairview;"{""coordinates"": [-123.13525514767109, 49.26200383061057], ""type"": ""Point""}";49.26200383061057, -123.13525514767109
829;Shaughnessy;"{""coordinates"": [-123.14324439353639, 49.24114575813283], ""type"": ""Point""}";49.24114575813283, -123.14324439353639
810;Shaughnessy;"{""coordinates"": [-123.14068400511604, 49.24251722464147], ""type"": ""Point""}";49.24251722464147, -123.14068400511604
753;Shaughnessy;"{""coordinates"": [-123.13373573030346, 49.2450145493707], ""type"": ""Point""}";49.2450145493707, -123.13373573030346
30;Shaughnessy;"{""coordinates"": [-123.14308294550537, 49.25009667674533], ""type"": ""Point""}";49.25009667674533, -123.14308294550537
9;Oakridge;"{""coordinates"": [-123.13351607938846, 49.22980248030086], ""type"": ""Point""}";49.22980248030086, -123.13351607938846
11;Oakridge;"{""coordinates"": [-123.13372335273301, 49.22798880480586], ""type"": ""Point""}";49.22798880480586, -123.13372335273301
2;Oakridge;"{""coordinates"": [-123.13861066176865, 49.228163299997355], ""type"": ""Point""}";49.228163299997355, -123.13861066176865
BLK 10;Oakridge;"{""coordinates"": [-123.13708601363588, 49.22847458337897], ""type"": ""Point""}";49.22847458337897, -123.13708601363588
9;Shaughnessy;"{""coordinates"": [-123.14307018336882, 49.234903298988435], ""type"": ""Point""}";49.234903298988435, -123.14307018336882
4;Shaughnessy;"{""coordinates"": [-123.14031394936923, 49.2358777529992], ""type"": ""Point""}";49.2358777529992, -123.14031394936923
3;Kerrisdale;"{""coordinates"": [-123.1439655576734, 49.23341615269364], ""type"": ""Point""}";49.23341615269364, -123.1439655576734
1;Oakridge;"{""coordinates"": [-123.13868622583928, 49.23325988709498], ""type"": ""Point""}";49.23325988709498, -123.13868622583928
972;Shaughnessy;"{""coordinates"": [-123.13615431455679, 49.234619509169086], ""type"": ""Point""}";49.234619509169086, -123.13615431455679
993;Oakridge;"{""coordinates"": [-123.13407879554545, 49.23315116773981], ""type"": ""Point""}";49.23315116773981, -123.13407879554545
850;Shaughnessy;"{""coordinates"": [-123.14114778340765, 49.240299286704555], ""type"": ""Point""}";49.240299286704555, -123.14114778340765
6;Shaughnessy;"{""coordinates"": [-123.14352167366528, 49.23614810457843], ""type"": ""Point""}";49.23614810457843, -123.14352167366528
5;Shaughnessy;"{""coordinates"": [-123.14148390030113, 49.236379403449284], ""type"": ""Point""}";49.236379403449284, -123.14148390030113
B;Marpole;"{""coordinates"": [-123.13444237488183, 49.21878853431942], ""type"": ""Point""}";49.21878853431942, -123.13444237488183
U;Oakridge;"{""coordinates"": [-123.13702076863386, 49.220947995940065], ""type"": ""Point""}";49.220947995940065, -123.13702076863386
M;Oakridge;"{""coordinates"": [-123.13640273709467, 49.223721879793814], ""type"": ""Point""}";49.223721879793814, -123.13640273709467
N;Oakridge;"{""coordinates"": [-123.13644637014723, 49.222874473780585], ""type"": ""Point""}";49.222874473780585, -123.13644637014723
6;Oakridge;"{""coordinates"": [-123.137131137131, 49.231096450334206], ""type"": ""Point""}";49.231096450334206, -123.137131137131
9;Marpole;"{""coordinates"": [-123.137921843685, 49.214107245787325], ""type"": ""Point""}";49.214107245787325, -123.137921843685
11;Marpole;"{""coordinates"": [-123.13671402388086, 49.21408900894899], ""type"": ""Point""}";49.21408900894899, -123.13671402388086
12;Marpole;"{""coordinates"": [-123.13603074574857, 49.21407841860728], ""type"": ""Point""}";49.21407841860728, -123.13603074574857
16;Marpole;"{""coordinates"": [-123.1334335861649, 49.21403628263304], ""type"": ""Point""}";49.21403628263304, -123.1334335861649
B;Marpole;"{""coordinates"": [-123.13713405718269, 49.21463199714433], ""type"": ""Point""}";49.21463199714433, -123.13713405718269
6;Marpole;"{""coordinates"": [-123.13924299651124, 49.21609944734052], ""type"": ""Point""}";49.21609944734052, -123.13924299651124
4;Marpole;"{""coordinates"": [-123.13789033576157, 49.21582179345994], ""type"": ""Point""}";49.21582179345994, -123.13789033576157
15;Marpole;"{""coordinates"": [-123.13632928677829, 49.21769973812866], ""type"": ""Point""}";49.21769973812866, -123.13632928677829
10;Marpole;"{""coordinates"": [-123.1368497409287, 49.2064090106435], ""type"": ""Point""}";49.2064090106435, -123.1368497409287
BLK B;Marpole;"{""coordinates"": [-123.13673023023694, 49.21053079576426], ""type"": ""Point""}";49.21053079576426, -123.13673023023694
5;Marpole;"{""coordinates"": [-123.13673343784201, 49.2119129271828], ""type"": ""Point""}";49.2119129271828, -123.13673343784201
10;Marpole;"{""coordinates"": [-123.13349333584108, 49.21189199815239], ""type"": ""Point""}";49.21189199815239, -123.13349333584108
41;Marpole;"{""coordinates"": [-123.1362033905812, 49.209237868296256], ""type"": ""Point""}";49.209237868296256, -123.1362033905812
105;Downtown;"{""coordinates"": [-123.12447201444816, 49.27488249468557], ""type"": ""Point""}";49.27488249468557, -123.12447201444816
27;West End;"{""coordinates"": [-123.13519383190629, 49.27913702615642], ""type"": ""Point""}";49.27913702615642, -123.13519383190629
50;West End;"{""coordinates"": [-123.13809766348881, 49.28382491116595], ""type"": ""Point""}";49.28382491116595, -123.13809766348881
39;West End;"{""coordinates"": [-123.13654373526032, 49.281350025569814], ""type"": ""Point""}";49.281350025569814, -123.13654373526032
51;West End;"{""coordinates"": [-123.13912200777449, 49.283113522238246], ""type"": ""Point""}";49.283113522238246, -123.13912200777449
63;West End;"{""coordinates"": [-123.14259694435931, 49.28495334229576], ""type"": ""Point""}";49.28495334229576, -123.14259694435931
37;West End;"{""coordinates"": [-123.13437059911702, 49.28279032640692], ""type"": ""Point""}";49.28279032640692, -123.13437059911702
48;West End;"{""coordinates"": [-123.13569216742968, 49.28503217886945], ""type"": ""Point""}";49.28503217886945, -123.13569216742968
64;Downtown;"{""coordinates"": [-123.13472488005971, 49.29360037983928], ""type"": ""Point""}";49.29360037983928, -123.13472488005971
2;Marpole;"{""coordinates"": [-123.13366657273407, 49.20183906870104], ""type"": ""Point""}";49.20183906870104, -123.13366657273407
536;South Cambie;"{""coordinates"": [-123.1258668368438, 49.25472706493877], ""type"": ""Point""}";49.25472706493877, -123.1258668368438
393;Fairview;"{""coordinates"": [-123.13283861264985, 49.2610184383886], ""type"": ""Point""}";49.2610184383886, -123.13283861264985
357;Fairview;"{""coordinates"": [-123.1229946140835, 49.26269585243731], ""type"": ""Point""}";49.26269585243731, -123.1229946140835
294;Fairview;"{""coordinates"": [-123.13004995115112, 49.26567491274697], ""type"": ""Point""}";49.26567491274697, -123.13004995115112
335;Fairview;"{""coordinates"": [-123.12796765549118, 49.26377424809911], ""type"": ""Point""}";49.26377424809911, -123.12796765549118
315;Fairview;"{""coordinates"": [-123.1279998440393, 49.26462389961058], ""type"": ""Point""}";49.26462389961058, -123.1279998440393
316;Fairview;"{""coordinates"": [-123.12542256291695, 49.26457998696251], ""type"": ""Point""}";49.26457998696251, -123.12542256291695
337;Fairview;"{""coordinates"": [-123.12330157523074, 49.26369759136941], ""type"": ""Point""}";49.26369759136941, -123.12330157523074
934;Shaughnessy;"{""coordinates"": [-123.13159486756798, 49.23625293340234], ""type"": ""Point""}";49.23625293340234, -123.13159486756798
898;South Cambie;"{""coordinates"": [-123.12602155579975, 49.23836192176423], ""type"": ""Point""}";49.23836192176423, -123.12602155579975
879;South Cambie;"{""coordinates"": [-123.12311475304051, 49.236253907403054], ""type"": ""Point""}";49.236253907403054, -123.12311475304051
755;Shaughnessy;"{""coordinates"": [-123.12907386321707, 49.244793621661664], ""type"": ""Point""}";49.244793621661664, -123.12907386321707
675;Shaughnessy;"{""coordinates"": [-123.12894339426764, 49.24847142363904], ""type"": ""Point""}";49.24847142363904, -123.12894339426764
697;South Cambie;"{""coordinates"": [-123.12378704723189, 49.24749596264474], ""type"": ""Point""}";49.24749596264474, -123.12378704723189
477A;Fairview;"{""coordinates"": [-123.12349627110659, 49.25751884252848], ""type"": ""Point""}";49.25751884252848, -123.12349627110659
474;Fairview;"{""coordinates"": [-123.13145589157394, 49.25732830303641], ""type"": ""Point""}";49.25732830303641, -123.13145589157394
52;Shaughnessy;"{""coordinates"": [-123.12851769149682, 49.25640208790432], ""type"": ""Point""}";49.25640208790432, -123.12851769149682
BLK;Oakridge;"{""coordinates"": [-123.13263049843181, 49.22460925709954], ""type"": ""Point""}";49.22460925709954, -123.13263049843181
D;Oakridge;"{""coordinates"": [-123.13031968395497, 49.226011865534765], ""type"": ""Point""}";49.226011865534765, -123.13031968395497
16;Oakridge;"{""coordinates"": [-123.1301368146191, 49.22965214882391], ""type"": ""Point""}";49.22965214882391, -123.1301368146191
D;Oakridge;"{""coordinates"": [-123.12309077759924, 49.23166364627686], ""type"": ""Point""}";49.23166364627686, -123.12309077759924
866;South Cambie;"{""coordinates"": [-123.1260919898311, 49.235281008171135], ""type"": ""Point""}";49.235281008171135, -123.1260919898311
995;Oakridge;"{""coordinates"": [-123.13041736497345, 49.233391574687204], ""type"": ""Point""}";49.233391574687204, -123.13041736497345
19;Marpole;"{""coordinates"": [-123.1310073192607, 49.21379439714136], ""type"": ""Point""}";49.21379439714136, -123.1310073192607
33;Marpole;"{""coordinates"": [-123.1256979813638, 49.21621830079204], ""type"": ""Point""}";49.21621830079204, -123.1256979813638
32;Marpole;"{""coordinates"": [-123.12571656072195, 49.2157042002388], ""type"": ""Point""}";49.2157042002388, -123.12571656072195
6;Marpole;"{""coordinates"": [-123.12342070532245, 49.21489760443969], ""type"": ""Point""}";49.21489760443969, -123.12342070532245
