label;geo_local_area;geom;geo_point_2d
705;Shaughnessy;"{""coordinates"": [-123.14951103766522, 49.24729409629649], ""type"": ""Point""}";49.24729409629649, -123.14951103766522
13;Kerrisdale;"{""coordinates"": [-123.14844327555733, 49.22495440870929], ""type"": ""Point""}";49.22495440870929, -123.14844327555733
J;Kerrisdale;"{""coordinates"": [-123.14875237126574, 49.22295974170592], ""type"": ""Point""}";49.22295974170592, -123.14875237126574
11;Kerrisdale;"{""coordinates"": [-123.1514849082575, 49.22990049137766], ""type"": ""Point""}";49.22990049137766, -123.1514849082575
13;Kerrisdale;"{""coordinates"": [-123.15157419837426, 49.228135054000624], ""type"": ""Point""}";49.228135054000624, -123.15157419837426
1;Kerrisdale;"{""coordinates"": [-123.1470522236369, 49.229809160191195], ""type"": ""Point""}";49.229809160191195, -123.1470522236369
K;Kerrisdale;"{""coordinates"": [-123.14442042142092, 49.22907222435657], ""type"": ""Point""}";49.22907222435657, -123.14442042142092
9;Kerrisdale;"{""coordinates"": [-123.14564271353284, 49.22810861946279], ""type"": ""Point""}";49.22810861946279, -123.14564271353284
C;Shaughnessy;"{""coordinates"": [-123.15346191234991, 49.23575061867102], ""type"": ""Point""}";49.23575061867102, -123.15346191234991
6;Shaughnessy;"{""coordinates"": [-123.15118773710401, 49.23555998551754], ""type"": ""Point""}";49.23555998551754, -123.15118773710401
10;Kerrisdale;"{""coordinates"": [-123.15141143595169, 49.2318952864922], ""type"": ""Point""}";49.2318952864922, -123.15141143595169
2;Kerrisdale;"{""coordinates"": [-123.15364839294911, 49.22058116254898], ""type"": ""Point""}";49.22058116254898, -123.15364839294911
CC;Kerrisdale;"{""coordinates"": [-123.15272138878385, 49.22143920979964], ""type"": ""Point""}";49.22143920979964, -123.15272138878385
H;Kerrisdale;"{""coordinates"": [-123.14589267360478, 49.22075692023637], ""type"": ""Point""}";49.22075692023637, -123.14589267360478
1;Kerrisdale;"{""coordinates"": [-123.14908736219085, 49.21888532283192], ""type"": ""Point""}";49.21888532283192, -123.14908736219085
L;Kerrisdale;"{""coordinates"": [-123.1492498346946, 49.222608725196785], ""type"": ""Point""}";49.222608725196785, -123.1492498346946
8;Kerrisdale;"{""coordinates"": [-123.15391260134213, 49.22401433354165], ""type"": ""Point""}";49.22401433354165, -123.15391260134213
310;Fairview;"{""coordinates"": [-123.13972282484322, 49.26480585563599], ""type"": ""Point""}";49.26480585563599, -123.13972282484322
2;Marpole;"{""coordinates"": [-123.14755628424493, 49.20792768342784], ""type"": ""Point""}";49.20792768342784, -123.14755628424493
9;Kerrisdale;"{""coordinates"": [-123.15175899449544, 49.213377972176986], ""type"": ""Point""}";49.213377972176986, -123.15175899449544
6;Marpole;"{""coordinates"": [-123.14444954544018, 49.211126585399185], ""type"": ""Point""}";49.211126585399185, -123.14444954544018
60;Shaughnessy;"{""coordinates"": [-123.1338619660943, 49.252571125398376], ""type"": ""Point""}";49.252571125398376, -123.1338619660943
65;Shaughnessy;"{""coordinates"": [-123.13553779927209, 49.25130946216725], ""type"": ""Point""}";49.25130946216725, -123.13553779927209
69;Shaughnessy;"{""coordinates"": [-123.13794570448361, 49.25001440278793], ""type"": ""Point""}";49.25001440278793, -123.13794570448361
451;Fairview;"{""coordinates"": [-123.1374109003008, 49.25828329553178], ""type"": ""Point""}";49.25828329553178, -123.1374109003008
450;Fairview;"{""coordinates"": [-123.14025466315955, 49.258333076096804], ""type"": ""Point""}";49.258333076096804, -123.14025466315955
449;Fairview;"{""coordinates"": [-123.14266179030516, 49.25834224548544], ""type"": ""Point""}";49.25834224548544, -123.14266179030516
51;Shaughnessy;"{""coordinates"": [-123.13518574086278, 49.256886993408855], ""type"": ""Point""}";49.256886993408855, -123.13518574086278
53;Shaughnessy;"{""coordinates"": [-123.13522819589363, 49.25587218410928], ""type"": ""Point""}";49.25587218410928, -123.13522819589363
269;Fairview;"{""coordinates"": [-123.14231675829673, 49.2665689700775], ""type"": ""Point""}";49.2665689700775, -123.14231675829673
891;Shaughnessy;"{""coordinates"": [-123.1391724014857, 49.23847561248399], ""type"": ""Point""}";49.23847561248399, -123.1391724014857
791;Shaughnessy;"{""coordinates"": [-123.13716191547645, 49.243383590753304], ""type"": ""Point""}";49.243383590753304, -123.13716191547645
690;Shaughnessy;"{""coordinates"": [-123.14072312444476, 49.247759951693524], ""type"": ""Point""}";49.247759951693524, -123.14072312444476
712;Shaughnessy;"{""coordinates"": [-123.13584977690742, 49.24638059095798], ""type"": ""Point""}";49.24638059095798, -123.13584977690742
733;Shaughnessy;"{""coordinates"": [-123.13362652466864, 49.245827575189736], ""type"": ""Point""}";49.245827575189736, -123.13362652466864
36;Shaughnessy;"{""coordinates"": [-123.14407832728503, 49.25261094596066], ""type"": ""Point""}";49.25261094596066, -123.14407832728503
3;Oakridge;"{""coordinates"": [-123.13722357476044, 49.23138796683579], ""type"": ""Point""}";49.23138796683579, -123.13722357476044
1;Oakridge;"{""coordinates"": [-123.13855213263429, 49.22907504004623], ""type"": ""Point""}";49.22907504004623, -123.13855213263429
K;Kerrisdale;"{""coordinates"": [-123.14367580877094, 49.23298161081084], ""type"": ""Point""}";49.23298161081084, -123.14367580877094
5;Kerrisdale;"{""coordinates"": [-123.14044733552858, 49.23329552150723], ""type"": ""Point""}";49.23329552150723, -123.14044733552858
973;Shaughnessy;"{""coordinates"": [-123.13399407800615, 49.23451485657384], ""type"": ""Point""}";49.23451485657384, -123.13399407800615
951;Shaughnessy;"{""coordinates"": [-123.1381421218035, 49.23562951990014], ""type"": ""Point""}";49.23562951990014, -123.1381421218035
24;Oakridge;"{""coordinates"": [-123.1390149245175, 49.2211010966159], ""type"": ""Point""}";49.2211010966159, -123.1390149245175
F;Kerrisdale;"{""coordinates"": [-123.1408410469948, 49.22288395146149], ""type"": ""Point""}";49.22288395146149, -123.1408410469948
J;Oakridge;"{""coordinates"": [-123.13449747409754, 49.224311558893874], ""type"": ""Point""}";49.224311558893874, -123.13449747409754
A;Oakridge;"{""coordinates"": [-123.13831467504696, 49.22530875548058], ""type"": ""Point""}";49.22530875548058, -123.13831467504696
A;Marpole;"{""coordinates"": [-123.13948464512991, 49.209175420143225], ""type"": ""Point""}";49.209175420143225, -123.13948464512991
8;Marpole;"{""coordinates"": [-123.14019021450873, 49.209605872237866], ""type"": ""Point""}";49.209605872237866, -123.14019021450873
B;Marpole;"{""coordinates"": [-123.13608716290699, 49.217003348207506], ""type"": ""Point""}";49.217003348207506, -123.13608716290699
1;Marpole;"{""coordinates"": [-123.13450409382888, 49.21519287803211], ""type"": ""Point""}";49.21519287803211, -123.13450409382888
B;Marpole;"{""coordinates"": [-123.13449762165243, 49.21766585926873], ""type"": ""Point""}";49.21766585926873, -123.13449762165243
A;Marpole;"{""coordinates"": [-123.13532640179506, 49.21768826103542], ""type"": ""Point""}";49.21768826103542, -123.13532640179506
10;Oakridge;"{""coordinates"": [-123.13609875327035, 49.22207971083053], ""type"": ""Point""}";49.22207971083053, -123.13609875327035
8;Marpole;"{""coordinates"": [-123.1339370475215, 49.206343278000766], ""type"": ""Point""}";49.206343278000766, -123.1339370475215
2;Marpole;"{""coordinates"": [-123.14393678040157, 49.212989277211165], ""type"": ""Point""}";49.212989277211165, -123.14393678040157
3;Marpole;"{""coordinates"": [-123.13801317138615, 49.21193835509524], ""type"": ""Point""}";49.21193835509524, -123.13801317138615
6;Marpole;"{""coordinates"": [-123.13594118318693, 49.21190669305115], ""type"": ""Point""}";49.21190669305115, -123.13594118318693
46;Marpole;"{""coordinates"": [-123.13644137233807, 49.209849294273], ""type"": ""Point""}";49.209849294273, -123.13644137233807
123;Downtown;"{""coordinates"": [-123.12989633405144, 49.2744289144543], ""type"": ""Point""}";49.2744289144543, -123.12989633405144
46;West End;"{""coordinates"": [-123.13366666667504, 49.28650254279404], ""type"": ""Point""}";49.28650254279404, -123.13366666667504
60;West End;"{""coordinates"": [-123.13875765333182, 49.28697783735073], ""type"": ""Point""}";49.28697783735073, -123.13875765333182
433;Fairview;"{""coordinates"": [-123.13268998782013, 49.25913259190325], ""type"": ""Point""}";49.25913259190325, -123.13268998782013
354;Fairview;"{""coordinates"": [-123.13042034870188, 49.26282433719906], ""type"": ""Point""}";49.26282433719906, -123.13042034870188
864;South Cambie;"{""coordinates"": [-123.1260716145017, 49.237001335966895], ""type"": ""Point""}";49.237001335966895, -123.1260716145017
897;South Cambie;"{""coordinates"": [-123.12594956680616, 49.24000273298035], ""type"": ""Point""}";49.24000273298035, -123.12594956680616
834;Shaughnessy;"{""coordinates"": [-123.13128304313777, 49.241158377911766], ""type"": ""Point""}";49.241158377911766, -123.13128304313777
774;Shaughnessy;"{""coordinates"": [-123.1318262887854, 49.244173386511335], ""type"": ""Point""}";49.244173386511335, -123.1318262887854
754;Shaughnessy;"{""coordinates"": [-123.1306046759442, 49.24487551195539], ""type"": ""Point""}";49.24487551195539, -123.1306046759442
677;South Cambie;"{""coordinates"": [-123.12376584702037, 49.24840880343828], ""type"": ""Point""}";49.24840880343828, -123.12376584702037
476;Fairview;"{""coordinates"": [-123.12578127278117, 49.25743448506615], ""type"": ""Point""}";49.25743448506615, -123.12578127278117
57;Shaughnessy;"{""coordinates"": [-123.1330052971058, 49.25459927823561], ""type"": ""Point""}";49.25459927823561, -123.1330052971058
Q;Oakridge;"{""coordinates"": [-123.13264823180049, 49.22305575369915], ""type"": ""Point""}";49.22305575369915, -123.13264823180049
S;Oakridge;"{""coordinates"": [-123.12969193235021, 49.223239987525254], ""type"": ""Point""}";49.223239987525254, -123.12969193235021
E;Oakridge;"{""coordinates"": [-123.12960491423473, 49.22511873807755], ""type"": ""Point""}";49.22511873807755, -123.12960491423473
880;Oakridge;"{""coordinates"": [-123.12806099072975, 49.22268142873007], ""type"": ""Point""}";49.22268142873007, -123.12806099072975
BLK;Oakridge;"{""coordinates"": [-123.13180621263915, 49.231142065889934], ""type"": ""Point""}";49.231142065889934, -123.13180621263915
H;Oakridge;"{""coordinates"": [-123.12772205928691, 49.22803351099051], ""type"": ""Point""}";49.22803351099051, -123.12772205928691
I;Oakridge;"{""coordinates"": [-123.1273345829505, 49.230885418304524], ""type"": ""Point""}";49.230885418304524, -123.1273345829505
21;Marpole;"{""coordinates"": [-123.12964378230336, 49.213568966531604], ""type"": ""Point""}";49.213568966531604, -123.12964378230336
34;Marpole;"{""coordinates"": [-123.1256861704519, 49.21643420038458], ""type"": ""Point""}";49.21643420038458, -123.1256861704519
29;Marpole;"{""coordinates"": [-123.12707639888875, 49.21429942112098], ""type"": ""Point""}";49.21429942112098, -123.12707639888875
28;Marpole;"{""coordinates"": [-123.12604243064534, 49.21428304017453], ""type"": ""Point""}";49.21428304017453, -123.12604243064534
BLK D;Marpole;"{""coordinates"": [-123.12320357327643, 49.21400730315309], ""type"": ""Point""}";49.21400730315309, -123.12320357327643
1002;Marpole;"{""coordinates"": [-123.1287676151705, 49.21466002214305], ""type"": ""Point""}";49.21466002214305, -123.1287676151705
16A;Oakridge;"{""coordinates"": [-123.12590529038734, 49.219669302452026], ""type"": ""Point""}";49.219669302452026, -123.12590529038734
4;Oakridge;"{""coordinates"": [-123.12949691055853, 49.220919435121075], ""type"": ""Point""}";49.220919435121075, -123.12949691055853
8;Marpole;"{""coordinates"": [-123.13297518057404, 49.218566277201695], ""type"": ""Point""}";49.218566277201695, -123.13297518057404
12;Marpole;"{""coordinates"": [-123.131963713104, 49.21185043449802], ""type"": ""Point""}";49.21185043449802, -123.131963713104
13;Marpole;"{""coordinates"": [-123.131203110358, 49.21183458770311], ""type"": ""Point""}";49.21183458770311, -123.131203110358
15;Marpole;"{""coordinates"": [-123.12979515883663, 49.21180493773741], ""type"": ""Point""}";49.21180493773741, -123.12979515883663
17;Marpole;"{""coordinates"": [-123.12844888262997, 49.211790161206295], ""type"": ""Point""}";49.211790161206295, -123.12844888262997
21;Marpole;"{""coordinates"": [-123.12496626291741, 49.21227648869436], ""type"": ""Point""}";49.21227648869436, -123.12496626291741
18;Marpole;"{""coordinates"": [-123.12267855013404, 49.210546493485644], ""type"": ""Point""}";49.210546493485644, -123.12267855013404
30;Marpole;"{""coordinates"": [-123.12854150799902, 49.209682857571], ""type"": ""Point""}";49.209682857571, -123.12854150799902
5;Marpole;"{""coordinates"": [-123.12751876226294, 49.21750491495242], ""type"": ""Point""}";49.21750491495242, -123.12751876226294
1001;Marpole;"{""coordinates"": [-123.13205295535764, 49.21642611685171], ""type"": ""Point""}";49.21642611685171, -123.13205295535764
11;Marpole;"{""coordinates"": [-123.13259055878596, 49.21188272036629], ""type"": ""Point""}";49.21188272036629, -123.13259055878596
16;Downtown;"{""coordinates"": [-123.12296460898382, 49.28746673635696], ""type"": ""Point""}";49.28746673635696, -123.12296460898382
18;West End;"{""coordinates"": [-123.1258040038302, 49.28558914934279], ""type"": ""Point""}";49.28558914934279, -123.1258040038302
1;Marpole;"{""coordinates"": [-123.13227328753275, 49.207763420576526], ""type"": ""Point""}";49.207763420576526, -123.13227328753275
7;Marpole;"{""coordinates"": [-123.12949333780273, 49.20771932732437], ""type"": ""Point""}";49.20771932732437, -123.12949333780273
V;Marpole;"{""coordinates"": [-123.12790037328617, 49.20728758296462], ""type"": ""Point""}";49.20728758296462, -123.12790037328617
13;Marpole;"{""coordinates"": [-123.13143571521428, 49.20509641668732], ""type"": ""Point""}";49.20509641668732, -123.13143571521428
76;Downtown;"{""coordinates"": [-123.12022265527176, 49.276258436436514], ""type"": ""Point""}";49.276258436436514, -123.12022265527176
92;Downtown;"{""coordinates"": [-123.12599471578193, 49.277851046079405], ""type"": ""Point""}";49.277851046079405, -123.12599471578193
91;Downtown;"{""coordinates"": [-123.12693618698486, 49.27848159453419], ""type"": ""Point""}";49.27848159453419, -123.12693618698486
36;West End;"{""coordinates"": [-123.13328443493374, 49.28347385951228], ""type"": ""Point""}";49.28347385951228, -123.13328443493374
70;Downtown;"{""coordinates"": [-123.12452654264834, 49.28126269310286], ""type"": ""Point""}";49.28126269310286, -123.12452654264834
498;South Cambie;"{""coordinates"": [-123.12133935112887, 49.25643920119034], ""type"": ""Point""}";49.25643920119034, -123.12133935112887
521;Riley Park;"{""coordinates"": [-123.11392236959209, 49.25519696597328], ""type"": ""Point""}";49.25519696597328, -123.11392236959209
B;Mount Pleasant;"{""coordinates"": [-123.11401687404218, 49.25976054157236], ""type"": ""Point""}";49.25976054157236, -123.11401687404218
C;Mount Pleasant;"{""coordinates"": [-123.11404800701987, 49.25896894109947], ""type"": ""Point""}";49.25896894109947, -123.11404800701987
5;South Cambie;"{""coordinates"": [-123.11592895678264, 49.25268260460134], ""type"": ""Point""}";49.25268260460134, -123.11592895678264
0;South Cambie;"{""coordinates"": [-123.11579575151977, 49.250705155949206], ""type"": ""Point""}";49.250705155949206, -123.11579575151977
622;Riley Park;"{""coordinates"": [-123.11179442200729, 49.25042807722234], ""type"": ""Point""}";49.25042807722234, -123.11179442200729
D;Mount Pleasant;"{""coordinates"": [-123.11423094049303, 49.258121591101485], ""type"": ""Point""}";49.258121591101485, -123.11423094049303
0;South Cambie;"{""coordinates"": [-123.11565946689855, 49.254651470027504], ""type"": ""Point""}";49.254651470027504, -123.11565946689855
853;Riley Park;"{""coordinates"": [-123.11470889091753, 49.236541214606255], ""type"": ""Point""}";49.236541214606255, -123.11470889091753
1170;South Cambie;"{""coordinates"": [-123.12214562903021, 49.24196784324999], ""type"": ""Point""}";49.24196784324999, -123.12214562903021
698;South Cambie;"{""coordinates"": [-123.12163800664585, 49.24745736194802], ""type"": ""Point""}";49.24745736194802, -123.12163800664585
579;South Cambie;"{""coordinates"": [-123.11948894062621, 49.25278726210008], ""type"": ""Point""}";49.25278726210008, -123.11948894062621
A;South Cambie;"{""coordinates"": [-123.11555920155615, 49.25363188107652], ""type"": ""Point""}";49.25363188107652, -123.11555920155615
4;Oakridge;"{""coordinates"": [-123.1118918209239, 49.22807501664479], ""type"": ""Point""}";49.22807501664479, -123.1118918209239
3;Oakridge;"{""coordinates"": [-123.11367229640861, 49.22776833896408], ""type"": ""Point""}";49.22776833896408, -123.11367229640861
1008;Oakridge;"{""coordinates"": [-123.11930990171663, 49.228173530497635], ""type"": ""Point""}";49.228173530497635, -123.11930990171663
BLK;Oakridge;"{""coordinates"": [-123.1192757660147, 49.228308494677115], ""type"": ""Point""}";49.228308494677115, -123.1192757660147
860;Oakridge;"{""coordinates"": [-123.11467478539313, 49.231000388481014], ""type"": ""Point""}";49.231000388481014, -123.11467478539313
1;South Cambie;"{""coordinates"": [-123.12148150173398, 49.23466842443968], ""type"": ""Point""}";49.23466842443968, -123.12148150173398
873;South Cambie;"{""coordinates"": [-123.11845840181378, 49.23455687445322], ""type"": ""Point""}";49.23455687445322, -123.11845840181378
5;Marpole;"{""coordinates"": [-123.11955357066282, 49.2076605903818], ""type"": ""Point""}";49.2076605903818, -123.11955357066282
E;Marpole;"{""coordinates"": [-123.11145692942912, 49.21301874335025], ""type"": ""Point""}";49.21301874335025, -123.11145692942912
58;Downtown;"{""coordinates"": [-123.11364962739583, 49.27828600961131], ""type"": ""Point""}";49.27828600961131, -123.11364962739583
73;Downtown;"{""coordinates"": [-123.12167027620424, 49.27934243138138], ""type"": ""Point""}";49.27934243138138, -123.12167027620424
56;Downtown;"{""coordinates"": [-123.11554904121532, 49.279741039517035], ""type"": ""Point""}";49.279741039517035, -123.11554904121532
31;Downtown;"{""coordinates"": [-123.11729986538664, 49.284871096024084], ""type"": ""Point""}";49.284871096024084, -123.11729986538664
34;Downtown;"{""coordinates"": [-123.11419207154621, 49.28303333752674], ""type"": ""Point""}";49.28303333752674, -123.11419207154621
49;Downtown;"{""coordinates"": [-123.11300247608528, 49.27786477919052], ""type"": ""Point""}";49.27786477919052, -123.11300247608528
10;Mount Pleasant;"{""coordinates"": [-123.11021616691767, 49.26689026836016], ""type"": ""Point""}";49.26689026836016, -123.11021616691767
522;Riley Park;"{""coordinates"": [-123.11123909355273, 49.25514879361678], ""type"": ""Point""}";49.25514879361678, -123.11123909355273
2;Riley Park;"{""coordinates"": [-123.10088924297693, 49.255218688910475], ""type"": ""Point""}";49.255218688910475, -123.10088924297693
51;Mount Pleasant;"{""coordinates"": [-123.10238727187071, 49.2578208656985], ""type"": ""Point""}";49.2578208656985, -123.10238727187071
48;Mount Pleasant;"{""coordinates"": [-123.10843017138701, 49.26347918696393], ""type"": ""Point""}";49.26347918696393, -123.10843017138701
30;Riley Park;"{""coordinates"": [-123.10065084995843, 49.2484164024633], ""type"": ""Point""}";49.2484164024633, -123.10065084995843
24;Riley Park;"{""coordinates"": [-123.10200010743013, 49.24754493058515], ""type"": ""Point""}";49.24754493058515, -123.10200010743013
22;Riley Park;"{""coordinates"": [-123.10203139444141, 49.24708515668662], ""type"": ""Point""}";49.24708515668662, -123.10203139444141
11;Riley Park;"{""coordinates"": [-123.10386102608557, 49.24787532257378], ""type"": ""Point""}";49.24787532257378, -123.10386102608557
684;Riley Park;"{""coordinates"": [-123.10646648307875, 49.24818960101858], ""type"": ""Point""}";49.24818960101858, -123.10646648307875
683;Riley Park;"{""coordinates"": [-123.10899547892153, 49.24823489050514], ""type"": ""Point""}";49.24823489050514, -123.10899547892153
703;Riley Park;"{""coordinates"": [-123.10883241478638, 49.247368866467916], ""type"": ""Point""}";49.247368866467916, -123.10883241478638
604;Riley Park;"{""coordinates"": [-123.10630958757699, 49.2513022831713], ""type"": ""Point""}";49.2513022831713, -123.10630958757699
584;Riley Park;"{""coordinates"": [-123.10628678210112, 49.25218786601961], ""type"": ""Point""}";49.25218786601961, -123.10628678210112
563;Riley Park;"{""coordinates"": [-123.10881312874422, 49.25321070882967], ""type"": ""Point""}";49.25321070882967, -123.10881312874422
39;Riley Park;"{""coordinates"": [-123.10079211826329, 49.24596771434004], ""type"": ""Point""}";49.24596771434004, -123.10079211826329
4;Riley Park;"{""coordinates"": [-123.10317623777162, 49.24655577799579], ""type"": ""Point""}";49.24655577799579, -123.10317623777162
6;Riley Park;"{""coordinates"": [-123.10295801860161, 49.23689292596865], ""type"": ""Point""}";49.23689292596865, -123.10295801860161
D;Sunset;"{""coordinates"": [-123.10071741270579, 49.23158306106731], ""type"": ""Point""}";49.23158306106731, -123.10071741270579
7;Riley Park;"{""coordinates"": [-123.10062863393085, 49.23843090780575], ""type"": ""Point""}";49.23843090780575, -123.10062863393085
807;Riley Park;"{""coordinates"": [-123.1073914340726, 49.238017406428895], ""type"": ""Point""}";49.238017406428895, -123.1073914340726
1;Sunset;"{""coordinates"": [-123.10494404777415, 49.22143966627875], ""type"": ""Point""}";49.22143966627875, -123.10494404777415
1;Sunset;"{""coordinates"": [-123.10054683039988, 49.22042237111103], ""type"": ""Point""}";49.22042237111103, -123.10054683039988
7;Oakridge;"{""coordinates"": [-123.11026723672008, 49.22613301723887], ""type"": ""Point""}";49.22613301723887, -123.11026723672008
1063;Oakridge;"{""coordinates"": [-123.10979852616188, 49.230817592995834], ""type"": ""Point""}";49.230817592995834, -123.10979852616188
12;Downtown;"{""coordinates"": [-123.11121571775136, 49.28396408381544], ""type"": ""Point""}";49.28396408381544, -123.11121571775136
8;Downtown;"{""coordinates"": [-123.10335788892456, 49.28178738682449], ""type"": ""Point""}";49.28178738682449, -123.10335788892456
1;Sunset;"{""coordinates"": [-123.10612715067496, 49.211574343699176], ""type"": ""Point""}";49.211574343699176, -123.10612715067496
4;Marpole;"{""coordinates"": [-123.1073050633903, 49.2136929585652], ""type"": ""Point""}";49.2136929585652, -123.1073050633903
3;Sunset;"{""coordinates"": [-123.10486971150259, 49.21452733992412], ""type"": ""Point""}";49.21452733992412, -123.10486971150259
54;Mount Pleasant;"{""coordinates"": [-123.09827650437616, 49.26324125226175], ""type"": ""Point""}";49.26324125226175, -123.09827650437616
4;Strathcona;"{""coordinates"": [-123.09730159477387, 49.267576694705646], ""type"": ""Point""}";49.267576694705646, -123.09730159477387
BLK.;Mount Pleasant;"{""coordinates"": [-123.09219281224577, 49.25859482587861], ""type"": ""Point""}";49.25859482587861, -123.09219281224577
B;Mount Pleasant;"{""coordinates"": [-123.09019846248745, 49.259137219226275], ""type"": ""Point""}";49.259137219226275, -123.09019846248745
D;Mount Pleasant;"{""coordinates"": [-123.09208993171806, 49.26095919130211], ""type"": ""Point""}";49.26095919130211, -123.09208993171806
26;Mount Pleasant;"{""coordinates"": [-123.09802582156698, 49.266670706658374], ""type"": ""Point""}";49.266670706658374, -123.09802582156698
135;Riley Park;"{""coordinates"": [-123.09302461535883, 49.247995206492924], ""type"": ""Point""}";49.247995206492924, -123.09302461535883
15;Riley Park;"{""coordinates"": [-123.09475065839773, 49.24849166277529], ""type"": ""Point""}";49.24849166277529, -123.09475065839773
8;Riley Park;"{""coordinates"": [-123.09600587591953, 49.24607630648752], ""type"": ""Point""}";49.24607630648752, -123.09600587591953
E;Riley Park;"{""coordinates"": [-123.09119585648166, 49.24889292216181], ""type"": ""Point""}";49.24889292216181, -123.09119585648166
97;Mount Pleasant;"{""coordinates"": [-123.09986610496001, 49.256895917559554], ""type"": ""Point""}";49.256895917559554, -123.09986610496001
5;Riley Park;"{""coordinates"": [-123.09602536304625, 49.24446299502787], ""type"": ""Point""}";49.24446299502787, -123.09602536304625
50;Riley Park;"{""coordinates"": [-123.09956094936989, 49.248273899916875], ""type"": ""Point""}";49.248273899916875, -123.09956094936989
24;Riley Park;"{""coordinates"": [-123.09519613755326, 49.24792751155406], ""type"": ""Point""}";49.24792751155406, -123.09519613755326
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.08976014814164, 49.23745398468339], ""type"": ""Point""}";49.23745398468339, -123.08976014814164
12;Riley Park;"{""coordinates"": [-123.09537191641775, 49.24490260273468], ""type"": ""Point""}";49.24490260273468, -123.09537191641775
204;Riley Park;"{""coordinates"": [-123.09085783865085, 49.243957864355274], ""type"": ""Point""}";49.243957864355274, -123.09085783865085
5;Sunset;"{""coordinates"": [-123.09194535033551, 49.22605603335609], ""type"": ""Point""}";49.22605603335609, -123.09194535033551
3;Sunset;"{""coordinates"": [-123.09915410750989, 49.2296956613026], ""type"": ""Point""}";49.2296956613026, -123.09915410750989
4;Sunset;"{""coordinates"": [-123.09186883818008, 49.22433792655491], ""type"": ""Point""}";49.22433792655491, -123.09186883818008
20;Sunset;"{""coordinates"": [-123.09513328524804, 49.22496501587803], ""type"": ""Point""}";49.22496501587803, -123.09513328524804
18;Sunset;"{""coordinates"": [-123.09618778832204, 49.224979416597215], ""type"": ""Point""}";49.224979416597215, -123.09618778832204
B;Sunset;"{""coordinates"": [-123.09384035267541, 49.21195491024435], ""type"": ""Point""}";49.21195491024435, -123.09384035267541
6;Sunset;"{""coordinates"": [-123.0956922992248, 49.21736322551039], ""type"": ""Point""}";49.21736322551039, -123.0956922992248
85;Strathcona;"{""coordinates"": [-123.09267872453105, 49.27876476427039], ""type"": ""Point""}";49.27876476427039, -123.09267872453105
11;Strathcona;"{""coordinates"": [-123.09854701959765, 49.280671519278776], ""type"": ""Point""}";49.280671519278776, -123.09854701959765
25;Sunset;"{""coordinates"": [-123.09820632100835, 49.206178273935194], ""type"": ""Point""}";49.206178273935194, -123.09820632100835
116;Strathcona;"{""coordinates"": [-123.08223393519509, 49.27511330274151], ""type"": ""Point""}";49.27511330274151, -123.08223393519509
87;Kensington-Cedar Cottage;"{""coordinates"": [-123.08085209477431, 49.25570210983442], ""type"": ""Point""}";49.25570210983442, -123.08085209477431
78;Kensington-Cedar Cottage;"{""coordinates"": [-123.08845493846006, 49.254947282502364], ""type"": ""Point""}";49.254947282502364, -123.08845493846006
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.08904023110838, 49.245945544234374], ""type"": ""Point""}";49.245945544234374, -123.08904023110838
H;Kensington-Cedar Cottage;"{""coordinates"": [-123.0849178061622, 49.2487569768681], ""type"": ""Point""}";49.2487569768681, -123.0849178061622
58;Kensington-Cedar Cottage;"{""coordinates"": [-123.08102697579696, 49.25295361492454], ""type"": ""Point""}";49.25295361492454, -123.08102697579696
17;Kensington-Cedar Cottage;"{""coordinates"": [-123.08475511487995, 49.2503280497919], ""type"": ""Point""}";49.2503280497919, -123.08475511487995
14;Kensington-Cedar Cottage;"{""coordinates"": [-123.07930073279415, 49.2501644762636], ""type"": ""Point""}";49.2501644762636, -123.07930073279415
59;Kensington-Cedar Cottage;"{""coordinates"": [-123.07897840694588, 49.25295169624714], ""type"": ""Point""}";49.25295169624714, -123.07897840694588
6;Kensington-Cedar Cottage;"{""coordinates"": [-123.07847085305731, 49.243038336828654], ""type"": ""Point""}";49.243038336828654, -123.07847085305731
2;Kensington-Cedar Cottage;"{""coordinates"": [-123.08112412433871, 49.247189252874314], ""type"": ""Point""}";49.247189252874314, -123.08112412433871
F;Kensington-Cedar Cottage;"{""coordinates"": [-123.08611402518395, 49.247207769538605], ""type"": ""Point""}";49.247207769538605, -123.08611402518395
11;Kensington-Cedar Cottage;"{""coordinates"": [-123.08394027502904, 49.23903564019917], ""type"": ""Point""}";49.23903564019917, -123.08394027502904
1;Sunset;"{""coordinates"": [-123.08912802749008, 49.21937516112681], ""type"": ""Point""}";49.21937516112681, -123.08912802749008
5;Sunset;"{""coordinates"": [-123.08674399577859, 49.2238556674244], ""type"": ""Point""}";49.2238556674244, -123.08674399577859
1;Sunset;"{""coordinates"": [-123.08908925571266, 49.22484217447094], ""type"": ""Point""}";49.22484217447094, -123.08908925571266
11;Sunset;"{""coordinates"": [-123.08269710872165, 49.212656314436614], ""type"": ""Point""}";49.212656314436614, -123.08269710872165
76;Strathcona;"{""coordinates"": [-123.0882236890243, 49.279573374280176], ""type"": ""Point""}";49.279573374280176, -123.0882236890243
