civic_number;geo_local_area;geom;p_parcel_id;pcoord;site_id;std_street;geo_point_2d
8660;Marpole;"{""coordinates"": [-123.13426031355831, 49.207675079032335], ""type"": ""Point""}";__FIZ6Z4;14483068;014341344;HUDSON ST;49.207675079032335, -123.13426031355831
5996;Oakridge;"{""coordinates"": [-123.1345090563653, 49.23161923419074], ""type"": ""Point""}";__FIZGYQ;14475534;005272254;HUDSON ST;49.23161923419074, -123.1345090563653
8623;Marpole;"{""coordinates"": [-123.13369771202572, 49.20807873879371], ""type"": ""Point""}";__FIZ6ZG;14583027;014341484;SELKIRK ST;49.20807873879371, -123.13369771202572
5951;Oakridge;"{""coordinates"": [-123.13386372494644, 49.23176211785214], ""type"": ""Point""}";__FIZGYU;14575525;010676350;SELKIRK ST;49.23176211785214, -123.13386372494644
8644;Marpole;"{""coordinates"": [-123.13727170122172, 49.20799345406313], ""type"": ""Point""}";__FIZ6ZO;13583038;014344181;CARTIER ST;49.20799345406313, -123.13727170122172
5931;Oakridge;"{""coordinates"": [-123.13385800235874, 49.23192673768644], ""type"": ""Point""}";__FIZGYW;14575515;010676376;SELKIRK ST;49.23192673768644, -123.13385800235874
8679;Marpole;"{""coordinates"": [-123.13663291937537, 49.20756876098785], ""type"": ""Point""}";__FIZ6ZW;13883075;007349661;MONTCALM ST;49.20756876098785, -123.13663291937537
5930;Oakridge;"{""coordinates"": [-123.13606020899884, 49.232000129873924], ""type"": ""Point""}";__FIZGZ2;14175516;011026987;ATHLONE ST;49.232000129873924, -123.13606020899884
8610;Marpole;"{""coordinates"": [-123.1357376412092, 49.208103714271864], ""type"": ""Point""}";__FIZ6ZY;13883006;006748473;MONTCALM ST;49.208103714271864, -123.1357376412092
5938;Oakridge;"{""coordinates"": [-123.13606454948999, 49.23183507079075], ""type"": ""Point""}";__FIZGZ4;14175526;011027002;ATHLONE ST;49.23183507079075, -123.13606454948999
8668;Marpole;"{""coordinates"": [-123.13574582542083, 49.20769306945668], ""type"": ""Point""}";__FIZ704;13883064;014343100;MONTCALM ST;49.20769306945668, -123.13574582542083
5969;Oakridge;"{""coordinates"": [-123.1353894611396, 49.23164877160415], ""type"": ""Point""}";__FIZGZA;14475537;011027134;HUDSON ST;49.23164877160415, -123.1353894611396
5929;Oakridge;"{""coordinates"": [-123.13537869914603, 49.23197801062776], ""type"": ""Point""}";__FIZGZC;14475517;011027142;HUDSON ST;49.23197801062776, -123.13537869914603
8680;Marpole;"{""coordinates"": [-123.13574203978307, 49.207563991422425], ""type"": ""Point""}";__FIZ706;13883076;007446977;MONTCALM ST;49.207563991422425, -123.13574203978307
5930;Oakridge;"{""coordinates"": [-123.13763309516136, 49.232047272788996], ""type"": ""Point""}";__FIZGZI;13375514;003333281;CARTIER ST;49.232047272788996, -123.13763309516136
8666;Marpole;"{""coordinates"": [-123.14024192141693, 49.20764032880471], ""type"": ""Point""}";__FIZ70M;13083124;VAS371;GRANVILLE ST;49.20764032880471, -123.14024192141693
5969;Oakridge;"{""coordinates"": [-123.13695960955326, 49.23169861647902], ""type"": ""Point""}";__FIZGZQ;14175535;011026871;ATHLONE ST;49.23169861647902, -123.13695960955326
8675;Marpole;"{""coordinates"": [-123.13963838623405, 49.20734648207579], ""type"": ""Point""}";__FIZ70O;13283095;014346133;FRENCH ST;49.20734648207579, -123.13963838623405
5930;Oakridge;"{""coordinates"": [-123.13919020935658, 49.232097102875166], ""type"": ""Point""}";__FIZH00;13075516;011141484;GRANVILLE ST;49.232097102875166, -123.13919020935658
8675;Marpole;"{""coordinates"": [-123.13962747375865, 49.20761050718887], ""type"": ""Point""}";__FIZ70S;13283095;014346168;FRENCH ST;49.20761050718887, -123.13962747375865
5929;Oakridge;"{""coordinates"": [-123.13852450672383, 49.23207497414481], ""type"": ""Point""}";__FIZH0C;13375517;004252977;CARTIER ST;49.23207497414481, -123.13852450672383
1428;Shaughnessy;"{""coordinates"": [-123.13793451113631, 49.23503061224294], ""type"": ""Point""}";__FIZH0O;74713068;004996232;W 40TH AV;49.23503061224294, -123.13793451113631
8675;Marpole;"{""coordinates"": [-123.13961525411024, 49.207897921635265], ""type"": ""Point""}";__FIZ70W;13283095;014346184;FRENCH ST;49.207897921635265, -123.13961525411024
1416;Shaughnessy;"{""coordinates"": [-123.13768297313436, 49.23502372509897], ""type"": ""Point""}";__FIZH0Q;74713082;011117745;W 40TH AV;49.23502372509897, -123.13768297313436
1406;Shaughnessy;"{""coordinates"": [-123.1374476406729, 49.23501545984425], ""type"": ""Point""}";__FIZH0S;74713094;011117753;W 40TH AV;49.23501545984425, -123.1374476406729
8668;Marpole;"{""coordinates"": [-123.1387890027025, 49.20774018641592], ""type"": ""Point""}";__FIZ714;13283074;014344378;FRENCH ST;49.20774018641592, -123.1387890027025
1415;Shaughnessy;"{""coordinates"": [-123.13770877280021, 49.23457483124312], ""type"": ""Point""}";__FIZH0W;75013335;011117796;W 41ST AV;49.23457483124312, -123.13770877280021
8655;Marpole;"{""coordinates"": [-123.13812072878767, 49.2081462434747], ""type"": ""Point""}";__FIZ71C;13583057;014344441;CARTIER ST;49.2081462434747, -123.13812072878767
1437;Shaughnessy;"{""coordinates"": [-123.13819509077886, 49.234590423969465], ""type"": ""Point""}";__FIZH10;75013067;011117826;W 41ST AV;49.234590423969465, -123.13819509077886
1292;Shaughnessy;"{""coordinates"": [-123.13452400724945, 49.23484893605562], ""type"": ""Point""}";__FIZH1M;74714404;011045256;W 40TH AV;49.23484893605562, -123.13452400724945
8643;Marpole;"{""coordinates"": [-123.13662325285739, 49.207887205860985], ""type"": ""Point""}";__FIZ71O;13883037;014344262;MONTCALM ST;49.207887205860985, -123.13662325285739
1235;Shaughnessy;"{""coordinates"": [-123.13340041409982, 49.23442389999917], ""type"": ""Point""}";__FIZH1W;75014471;011047607;W 41ST AV;49.23442389999917, -123.13340041409982
1249;Shaughnessy;"{""coordinates"": [-123.13368601979028, 49.234432547103886], ""type"": ""Point""}";__FIZH1Y;75014453;011047615;W 41ST AV;49.234432547103886, -123.13368601979028
8697;Marpole;"{""coordinates"": [-123.14099998480795, 49.20729171075604], ""type"": ""Point""}";__FIZ71U;13083197;006452540;GRANVILLE ST;49.20729171075604, -123.14099998480795
5688;Shaughnessy;"{""coordinates"": [-123.13455657526187, 49.23445895392399], ""type"": ""Point""}";__FIZH24;75014405;011047364;HUDSON ST;49.23445895392399, -123.13455657526187
1592;Marpole;"{""coordinates"": [-123.14375724097383, 49.208240392059345], ""type"": ""Point""}";__FIZ722;83012306;006540741;SW MARINE DRIVE;49.208240392059345, -123.14375724097383
5701;Kerrisdale;"{""coordinates"": [-123.14013835584106, 49.23394715317095], ""type"": ""Point""}";__FIZH26;13075005;006710000;GRANVILLE ST;49.23394715317095, -123.14013835584106
1251;Marpole;"{""coordinates"": [-123.13397613298487, 49.20723239971195], ""type"": ""Point""}";__FIZ72O;83214447;VAS1077;W 71ST AV;49.20723239971195, -123.13397613298487
5769;Kerrisdale;"{""coordinates"": [-123.14014160031918, 49.23359363573966], ""type"": ""Point""}";__FIZH28;13075037;007044224;GRANVILLE ST;49.23359363573966, -123.14014160031918
1355;Marpole;"{""coordinates"": [-123.1366300360662, 49.20728468397579], ""type"": ""Point""}";__FIZ72U;83213597;014344068;W 71ST AV;49.20728468397579, -123.1366300360662
5888;Kerrisdale;"{""coordinates"": [-123.14100159294087, 49.23267820356919], ""type"": ""Point""}";__FIZH2K;12575096;008288038;CHURCHILL ST;49.23267820356919, -123.14100159294087
5868;Kerrisdale;"{""coordinates"": [-123.14099670877958, 49.23288779899368], ""type"": ""Point""}";__FIZH2M;12575082;005162700;CHURCHILL ST;49.23288779899368, -123.14099670877958
1339;Marpole;"{""coordinates"": [-123.13573227976696, 49.207263560027904], ""type"": ""Point""}";__FIZ734;83213821;014343061;W 71ST AV;49.207263560027904, -123.13573227976696
5795;Kerrisdale;"{""coordinates"": [-123.14198152086539, 49.23362194593297], ""type"": ""Point""}";__FIZH30;12575039;011250062;CHURCHILL ST;49.23362194593297, -123.14198152086539
1425;Marpole;"{""coordinates"": [-123.13816035295653, 49.20730423647642], ""type"": ""Point""}";__FIZ73A;83213257;014344327;W 71ST AV;49.20730423647642, -123.13816035295653
5888;Kerrisdale;"{""coordinates"": [-123.1428562051959, 49.232801840601965], ""type"": ""Point""}";__FIZH36;12475094;011143819;ADERA ST;49.232801840601965, -123.1428562051959
8692;Marpole;"{""coordinates"": [-123.1389971308808, 49.20730724445146], ""type"": ""Point""}";__FIZ73I;83213205;014344351;FRENCH ST;49.20730724445146, -123.1389971308808
5901;Kerrisdale;"{""coordinates"": [-123.14021459637527, 49.232278890551406], ""type"": ""Point""}";__FIZH3M;13075505;011085274;GRANVILLE ST;49.232278890551406, -123.14021459637527
8710;Marpole;"{""coordinates"": [-123.14017122364329, 49.20677350197402], ""type"": ""Point""}";__FIZ73Y;13083206;014347563;GRANVILLE ST;49.20677350197402, -123.14017122364329
5911;Kerrisdale;"{""coordinates"": [-123.1420299062274, 49.23231127769963], ""type"": ""Point""}";__FIZH42;12575507;009908668;CHURCHILL ST;49.23231127769963, -123.1420299062274
8757;Marpole;"{""coordinates"": [-123.1381770768059, 49.206186541884826], ""type"": ""Point""}";__FIZ74C;13583255;014348306;CARTIER ST;49.206186541884826, -123.1381770768059
5961;Kerrisdale;"{""coordinates"": [-123.14204173460901, 49.23189028512619], ""type"": ""Point""}";__FIZH44;12575527;011190736;CHURCHILL ST;49.23189028512619, -123.14204173460901
8741;Marpole;"{""coordinates"": [-123.13817061721006, 49.20632687624959], ""type"": ""Point""}";__FIZ74E;13583235;014348322;CARTIER ST;49.20632687624959, -123.13817061721006
5968;Kerrisdale;"{""coordinates"": [-123.14287840913822, 49.2318991391309], ""type"": ""Point""}";__FIZH4A;12475526;005972302;ADERA ST;49.2318991391309, -123.14287840913822
8725;Marpole;"{""coordinates"": [-123.13816824241847, 49.20646000948682], ""type"": ""Point""}";__FIZ74G;13583215;014348357;CARTIER ST;49.20646000948682, -123.13816824241847
5961;Kerrisdale;"{""coordinates"": [-123.14381783666484, 49.231910989549036], ""type"": ""Point""}";__FIZH4K;12475525;011202343;ADERA ST;49.231910989549036, -123.14381783666484
8708;Marpole;"{""coordinates"": [-123.13881894728055, 49.20678439126437], ""type"": ""Point""}";__FIZ74Q;83213206;012655228;FRENCH ST;49.20678439126437, -123.13881894728055
5861;Kerrisdale;"{""coordinates"": [-123.14376466189759, 49.23292751973878], ""type"": ""Point""}";__FIZH4Q;12475083;003039072;ADERA ST;49.23292751973878, -123.14376466189759
1445;Marpole;"{""coordinates"": [-123.13885750936899, 49.206057974675566], ""type"": ""Point""}";__FIZ74U;13283294;010195793;W 72ND AV;49.206057974675566, -123.13885750936899
5887;Kerrisdale;"{""coordinates"": [-123.14377226849993, 49.23271342317878], ""type"": ""Point""}";__FIZH54;12475097;011143550;ADERA ST;49.23271342317878, -123.14377226849993
1386;Marpole;"{""coordinates"": [-123.13685795687907, 49.20674451648064], ""type"": ""Point""}";__FIZ75E;83213550;014348594;W 71ST AV;49.20674451648064, -123.13685795687907
1503;Shaughnessy;"{""coordinates"": [-123.139961997833, 49.234672834166815], ""type"": ""Point""}";__FIZH56;13074795;008916365;W 41ST AV;49.234672834166815, -123.139961997833
1396;Marpole;"{""coordinates"": [-123.13748632822565, 49.20675004895711], ""type"": ""Point""}";__FIZ75K;83213504;007057431;W 71ST AV;49.20675004895711, -123.13748632822565
;Shaughnessy;"{""coordinates"": [-123.14072646474251, 49.23468178223294], ""type"": ""Point""}";__FIZH5A;75012547;011144530;;49.23468178223294, -123.14072646474251
8740;Marpole;"{""coordinates"": [-123.1373235941939, 49.20634141530152], ""type"": ""Point""}";__FIZ75M;13583226;007892802;CARTIER ST;49.20634141530152, -123.1373235941939
5675;Shaughnessy;"{""coordinates"": [-123.14194358181105, 49.23472958715156], ""type"": ""Point""}";__FIZH5E;12574797;027898857;CHURCHILL ST;49.23472958715156, -123.14194358181105
8710;Marpole;"{""coordinates"": [-123.13596102166521, 49.20673391783547], ""type"": ""Point""}";__FIZ75Q;83213806;014351552;MONTCALM ST;49.20673391783547, -123.13596102166521
1623;Shaughnessy;"{""coordinates"": [-123.14250788249755, 49.23473938987394], ""type"": ""Point""}";__FIZH5I;75012455;011144599;W 41ST AV;49.23473938987394, -123.14250788249755
8710;Marpole;"{""coordinates"": [-123.13577032625714, 49.206728304197], ""type"": ""Point""}";__FIZ75S;83213806;014351544;MONTCALM ST;49.206728304197, -123.13577032625714
768;South Cambie;"{""coordinates"": [-123.12274315315032, 49.23544473030751], ""type"": ""Point""}";__FIZH60;16174305;004386884;W 39TH AV;49.23544473030751, -123.12274315315032
1347;Marpole;"{""coordinates"": [-123.13581200401704, 49.20587505127221], ""type"": ""Point""}";__FIZ75Y;13883294;014351561;W 72ND AV;49.20587505127221, -123.13581200401704
5525;South Cambie;"{""coordinates"": [-123.12422915808503, 49.23541119973876], ""type"": ""Point""}";__FIZH6E;15974315;010075721;WILLOW ST;49.23541119973876, -123.12422915808503
8770;Marpole;"{""coordinates"": [-123.13580277972721, 49.20601089111213], ""type"": ""Point""}";__FIZ760;13883264;003651321;MONTCALM ST;49.20601089111213, -123.13580277972721
5592;Shaughnessy;"{""coordinates"": [-123.12996886587703, 49.235293226843424], ""type"": ""Point""}";__FIZH6U;14874382;007129513;OSLER ST;49.235293226843424, -123.12996886587703
8770;Marpole;"{""coordinates"": [-123.13579972201316, 49.20614762322792], ""type"": ""Point""}";__FIZ762;13883264;003651304;MONTCALM ST;49.20614762322792, -123.13579972201316
1192;Shaughnessy;"{""coordinates"": [-123.13220955812668, 49.235681473926434], ""type"": ""Point""}";__FIZH6Y;74314604;011095717;W 39TH AV;49.235681473926434, -123.13220955812668
8735;Marpole;"{""coordinates"": [-123.13380044625761, 49.20669425288756], ""type"": ""Point""}";__FIZ76K;83214496;014351960;SELKIRK ST;49.20669425288756, -123.13380044625761
1122;Shaughnessy;"{""coordinates"": [-123.13086679072313, 49.23563401470204], ""type"": ""Point""}";__FIZH76;74314678;011095814;W 39TH AV;49.23563401470204, -123.13086679072313
1250;Marpole;"{""coordinates"": [-123.13401049806937, 49.20669445014453], ""type"": ""Point""}";__FIZ76M;83214446;013227068;W 71ST AV;49.20669445014453, -123.13401049806937
1108;Shaughnessy;"{""coordinates"": [-123.1305975092401, 49.235624424658596], ""type"": ""Point""}";__FIZH78;74314694;011095831;W 39TH AV;49.235624424658596, -123.1305975092401
8772;Marpole;"{""coordinates"": [-123.13431737616705, 49.20626770763532], ""type"": ""Point""}";__FIZ76O;14483294;014351986;HUDSON ST;49.20626770763532, -123.13431737616705
1163;Shaughnessy;"{""coordinates"": [-123.13170360377465, 49.235263790661506], ""type"": ""Point""}";__FIZH7E;74714631;009051805;W 40TH AV;49.235263790661506, -123.13170360377465
8772;Marpole;"{""coordinates"": [-123.13432625401674, 49.2059973886286], ""type"": ""Point""}";__FIZ76S;14483294;014352109;HUDSON ST;49.2059973886286, -123.13432625401674
1228;Shaughnessy;"{""coordinates"": [-123.13306009394421, 49.23570836469627], ""type"": ""Point""}";__FIZH7M;74314480;011096055;W 39TH AV;49.23570836469627, -123.13306009394421
8772;Marpole;"{""coordinates"": [-123.13433683449261, 49.20585390132716], ""type"": ""Point""}";__FIZ76U;14483294;014352117;HUDSON ST;49.20585390132716, -123.13433683449261
5468;South Cambie;"{""coordinates"": [-123.12039900546085, 49.23587313127274], ""type"": ""Point""}";__FIZH80;16373986;009918400;HEATHER ST;49.23587313127274, -123.12039900546085
8710;Marpole;"{""coordinates"": [-123.13430348278942, 49.20669859850298], ""type"": ""Point""}";__FIZ76W;83214406;014352133;HUDSON ST;49.20669859850298, -123.13430348278942
5490;South Cambie;"{""coordinates"": [-123.12041135923963, 49.23570535698166], ""type"": ""Point""}";__FIZH82;16373996;009918418;HEATHER ST;49.23570535698166, -123.12041135923963
8849;Marpole;"{""coordinates"": [-123.13380465890121, 49.20497886272793], ""type"": ""Point""}";__FIZ774;14583353;011470534;SELKIRK ST;49.20497886272793, -123.13380465890121
627;South Cambie;"{""coordinates"": [-123.11889037589135, 49.235650262229434], ""type"": ""Point""}";__FIZH86;16473994;016047583;W 39TH AV;49.235650262229434, -123.11889037589135
8815;Marpole;"{""coordinates"": [-123.13379762948725, 49.20532467714126], ""type"": ""Point""}";__FIZ778;14583321;028910907;SELKIRK ST;49.20532467714126, -123.13379762948725
5473;South Cambie;"{""coordinates"": [-123.11822285167027, 49.23579622956509], ""type"": ""Point""}";__FIZH8A;16573985;009971815;ASH ST;49.23579622956509, -123.11822285167027
1208;Marpole;"{""coordinates"": [-123.13378901154353, 49.20552443671862], ""type"": ""Point""}";__FIZ77C;14583305;BCS3354;W 72ND AV;49.20552443671862, -123.13378901154353
5491;South Cambie;"{""coordinates"": [-123.11671840535058, 49.235600430566045], ""type"": ""Point""}";__FIZH8I;17074197;009972439;CAMBIE ST;49.235600430566045, -123.11671840535058
8808;Marpole;"{""coordinates"": [-123.13592615916225, 49.20555513414737], ""type"": ""Point""}";__FIZ77E;13883304;VAS753;MONTCALM ST;49.20555513414737, -123.13592615916225
668;South Cambie;"{""coordinates"": [-123.11825288357095, 49.23528535855538], ""type"": ""Point""}";__FIZH8O;16574307;009973311;W 39TH AV;49.23528535855538, -123.11825288357095
8830;Marpole;"{""coordinates"": [-123.13585085928082, 49.20528492301236], ""type"": ""Point""}";__FIZ77I;13883326;014353067;MONTCALM ST;49.20528492301236, -123.13585085928082
5538;South Cambie;"{""coordinates"": [-123.11890261444697, 49.235163399681234], ""type"": ""Point""}";__FIZH8S;16474314;009973362;MANSON ST;49.235163399681234, -123.11890261444697
8860;Marpole;"{""coordinates"": [-123.13585352480648, 49.20501011349642], ""type"": ""Point""}";__FIZ77M;13883350;014353083;MONTCALM ST;49.20501011349642, -123.13585352480648
692;South Cambie;"{""coordinates"": [-123.12042849880875, 49.23535901297411], ""type"": ""Point""}";__FIZH8Y;16374304;009918922;W 39TH AV;49.23535901297411, -123.12042849880875
8820;Marpole;"{""coordinates"": [-123.13735061054994, 49.20545354728696], ""type"": ""Point""}";__FIZ77S;13583304;003128008;CARTIER ST;49.20545354728696, -123.13735061054994
483;Riley Park;"{""coordinates"": [-123.11508981231755, 49.235621044503404], ""type"": ""Point""}";__FIZH94;74317027;010681817;W 39TH AV;49.235621044503404, -123.11508981231755
8833;Marpole;"{""coordinates"": [-123.13668914423397, 49.20529424263497], ""type"": ""Point""}";__FIZ780;13883305;014353423;MONTCALM ST;49.20529424263497, -123.13668914423397
